Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI_DJF,CH_JJA,R10_JJA,R20_JJA,SPI_JJA
Sukaraja,2023,1007.84,39.64,12.53,0.58,274.89,9.31,5.39,-0.34
Sukaraja,2024,878.89,41.93,6.74,-0.84,420.5,15.52,8.87,0.01
Sukaraja,2025,1098.36,45.47,13.57,0.84,860.5,32.24,20.42,1.44
Sukaraja,2026,430.23,19.03,8.89,0.71,,,,
Surade,1996,548.46,24.93,6.64,,307.96,10.88,4.56,-0.46
Surade,1997,1183.39,45.11,22.59,0.32,154.64,6.26,3.39,-1.1
Surade,1998,646.98,24.89,4.71,-2.3,709.51,27.49,14.84,0.96
Surade,1999,1137.06,49.76,18.16,0.78,217.18,5.74,4.0,-0.77
Surade,2000,1076.26,46.48,16.01,0.17,237.9,8.32,4.51,-0.3
Surade,2001,895.74,39.33,13.55,-0.06,361.46,13.39,8.95,0.19
Surade,2002,716.66,26.96,13.37,-0.2,296.74,6.31,5.21,-0.49
Surade,2003,798.33,35.45,11.5,-0.97,133.29,4.53,2.27,-1.75
Surade,2004,877.61,35.81,10.52,-0.39,330.26,14.67,5.11,-0.4
Surade,2005,1104.33,43.25,20.49,0.38,645.08,23.44,10.93,0.65
Surade,2006,945.66,43.96,12.68,-0.29,180.15,7.78,3.06,-0.73
Surade,2007,971.87,45.88,15.4,-1.0,285.16,11.96,5.64,-0.09
Surade,2008,1588.73,52.79,31.26,1.72,154.64,5.86,2.76,-1.39
Surade,2009,1012.16,43.12,21.12,0.4,284.56,8.4,6.13,0.16
Surade,2010,831.23,39.82,9.47,-0.38,951.33,38.94,21.07,1.66
Surade,2011,820.69,36.83,9.47,-0.25,219.53,8.07,3.17,-0.49
Surade,2012,897.33,34.94,9.15,-0.05,180.23,6.19,1.68,-0.5
Surade,2013,1134.41,45.67,19.98,0.92,734.98,27.71,14.83,1.36
Surade,2014,1371.84,48.05,24.69,1.05,717.42,18.91,10.17,0.66
Surade,2015,1024.55,41.89,19.82,0.25,158.62,6.05,0.75,-1.06
Surade,2016,921.38,40.47,11.52,-0.8,1271.7,38.16,25.19,2.37
Surade,2017,769.25,33.49,6.38,0.75,492.13,15.63,7.37,0.78
Surade,2018,785.06,36.27,7.54,0.06,189.81,6.02,3.06,-0.66
Surade,2019,713.71,31.73,6.09,-0.86,101.16,1.58,0.98,-1.57
Surade,2020,1024.57,41.34,18.17,-0.66,466.41,16.64,10.09,0.79
Surade,2021,1091.21,42.08,16.54,0.91,502.84,20.74,9.92,0.36
Surade,2022,756.78,32.92,5.24,0.17,678.76,24.81,14.93,0.82
Surade,2023,926.89,36.94,11.87,0.29,286.14,10.54,4.84,-0.48
Surade,2024,706.72,32.27,4.86,-1.32,540.46,19.27,8.85,0.49
Surade,2025,1077.47,38.06,16.74,1.23,735.64,28.8,14.36,0.92
Surade,2026,433.34,19.78,8.13,0.4,,,,
Tegalbuleud,1996,504.86,21.74,4.43,,320.12,12.0,6.16,-0.64
Tegalbuleud,1997,1129.26,45.21,20.63,0.38,197.82,6.97,3.77,-0.98
Tegalbuleud,1998,614.01,25.22,3.38,-2.28,809.97,30.31,15.85,1.0
Tegalbuleud,1999,1153.1,51.34,20.13,0.75,227.74,6.91,4.62,-0.81
Tegalbuleud,2000,1024.32,45.75,17.35,0.05,254.15,8.74,4.41,-0.4
Tegalbuleud,2001,836.7,36.11,12.67,-0.25,413.34,13.16,8.72,0.19
Tegalbuleud,2002,721.85,25.52,11.69,-0.16,329.89,8.4,6.54,-0.61
Tegalbuleud,2003,789.77,38.89,9.86,-0.96,146.8,4.89,3.0,-1.7
Tegalbuleud,2004,845.23,35.87,9.64,-0.49,382.82,12.91,7.92,-0.32
Tegalbuleud,2005,1051.57,41.21,20.23,0.12,719.31,21.21,12.67,0.63
Tegalbuleud,2006,939.33,39.86,13.38,-0.32,203.04,6.22,4.28,-0.63
Tegalbuleud,2007,931.45,41.55,13.15,-1.16,299.11,9.46,5.59,-0.19
Tegalbuleud,2008,1558.5,53.55,28.17,1.6,164.57,5.78,1.33,-1.43
Tegalbuleud,2009,972.5,40.45,18.29,0.28,367.88,11.02,6.97,0.3
Tegalbuleud,2010,825.04,38.38,10.47,-0.41,1076.84,36.78,25.66,1.65
Tegalbuleud,2011,797.48,32.45,7.79,-0.35,248.45,7.15,5.16,-0.5
Tegalbuleud,2012,874.3,33.32,8.35,-0.08,217.28,8.71,4.51,-0.51
Tegalbuleud,2013,1138.28,45.44,21.64,0.91,878.45,27.39,17.44,1.47
Tegalbuleud,2014,1406.61,46.55,24.95,1.11,897.95,19.97,15.6,0.82
Tegalbuleud,2015,1049.62,44.98,18.99,0.48,176.94,7.43,1.23,-1.05
Tegalbuleud,2016,907.19,39.58,10.69,-0.78,1454.29,37.82,29.08,2.25
Tegalbuleud,2017,754.16,31.67,5.61,0.76,608.68,16.45,10.45,0.81
Tegalbuleud,2018,807.43,36.8,7.99,0.33,198.13,6.52,4.21,-0.73
Tegalbuleud,2019,686.24,28.2,4.97,-0.79,116.74,3.0,1.35,-1.57
Tegalbuleud,2020,1023.95,41.15,16.51,-0.65,545.72,17.25,10.62,0.88
Tegalbuleud,2021,1130.82,44.19,17.16,1.02,575.65,20.68,13.05,0.41
Tegalbuleud,2022,780.09,33.77,6.73,0.45,770.48,28.07,14.71,0.82
Tegalbuleud,2023,931.23,35.92,12.46,0.34,312.3,9.14,5.95,-0.46
Tegalbuleud,2024,678.73,31.51,3.05,-1.22,578.05,18.93,10.29,0.32
Tegalbuleud,2025,1069.11,37.29,16.84,1.16,796.86,26.83,17.75,0.9
Tegalbuleud,2026,444.35,19.19,10.37,0.54,,,,
Waluran,1996,550.13,26.8,6.63,,328.6,10.9,4.77,-0.41
Waluran,1997,1233.37,44.43,23.43,0.22,138.17,5.43,3.37,-1.23
Waluran,1998,692.17,27.97,7.53,-2.3,664.17,28.0,12.63,0.94
Waluran,1999,1096.43,50.47,15.3,0.53,200.83,5.7,3.33,-0.83
Waluran,2000,1058.47,45.0,14.67,-0.04,239.57,9.2,4.87,-0.15
Waluran,2001,947.17,41.57,15.37,-0.01,345.37,13.9,9.43,0.24
Waluran,2002,731.77,27.9,13.87,-0.24,297.97,7.8,4.63,-0.46
Waluran,2003,819.27,36.8,11.8,-1.0,140.4,6.13,1.1,-1.75
Waluran,2004,908.83,38.37,11.43,-0.38,312.5,12.43,3.9,-0.45
Waluran,2005,1181.83,46.9,23.2,0.47,627.37,23.63,10.63,0.63
Waluran,2006,992.23,45.83,13.43,-0.28,178.03,7.03,2.93,-0.73
Waluran,2007,997.43,47.9,15.47,-0.96,288.6,11.47,5.07,0.01
Waluran,2008,1607.17,54.67,32.9,1.79,163.23,6.9,3.73,-1.28
Waluran,2009,1035.3,41.7,22.17,0.33,263.83,9.2,6.53,0.07
Waluran,2010,916.53,41.5,11.23,-0.21,922.37,37.0,20.07,1.59
Waluran,2011,828.53,36.73,7.03,-0.38,208.0,7.27,2.93,-0.49
Waluran,2012,921.53,37.2,10.07,-0.06,177.53,5.0,1.67,-0.5
Waluran,2013,1181.57,44.13,20.03,1.0,699.5,21.77,14.57,1.26
Waluran,2014,1404.63,49.23,27.33,1.11,675.6,16.9,11.57,0.64
Waluran,2015,1054.8,47.23,20.53,0.28,153.8,4.27,1.17,-1.16
Waluran,2016,978.53,44.1,11.9,-0.72,1183.73,36.8,23.6,2.34
Waluran,2017,774.87,33.23,6.37,0.77,487.13,15.43,10.53,0.89
Waluran,2018,806.8,35.73,9.83,0.06,182.7,5.93,3.4,-0.66
Waluran,2019,759.5,35.37,7.27,-0.85,96.53,3.2,0.43,-1.57
Waluran,2020,1084.67,44.93,23.53,-0.52,441.13,15.3,9.97,0.71
Waluran,2021,1078.4,42.27,17.3,0.7,501.33,21.13,8.87,0.4
Waluran,2022,789.53,34.17,6.4,0.2,674.83,25.57,13.6,0.84
Waluran,2023,937.07,39.3,12.23,0.2,283.33,11.3,3.83,-0.44
Waluran,2024,750.3,35.1,5.53,-1.21,507.43,18.63,8.93,0.5
Waluran,2025,1097.93,37.93,17.97,1.33,739.1,28.93,15.23,0.95
Waluran,2026,464.2,19.73,8.27,0.45,,,,
Warudoyong,1996,627.38,30.44,7.49,,355.42,14.51,7.0,-0.62
Warudoyong,1997,1163.73,41.53,23.06,0.1,143.66,6.19,2.13,-1.03
Warudoyong,1998,804.34,32.44,11.52,-1.11,679.01,25.31,14.1,1.14
Warudoyong,1999,975.16,44.53,9.7,-0.06,172.58,6.56,3.56,-1.15
Warudoyong,2000,1067.46,45.25,14.97,0.03,318.98,9.88,7.01,0.17
Warudoyong,2001,1080.48,51.92,18.19,0.73,351.06,12.6,5.93,0.26
Warudoyong,2002,839.78,34.56,14.18,0.11,307.03,9.35,5.54,-0.34
Warudoyong,2003,816.78,33.21,7.15,-1.62,186.11,5.71,2.95,-1.84
Warudoyong,2004,872.12,38.36,8.58,-0.52,285.94,13.26,4.15,-0.24
Warudoyong,2005,1147.8,52.0,20.95,-0.05,556.49,18.81,11.81,0.26
Warudoyong,2006,1108.55,56.15,10.59,-0.06,176.39,7.29,2.69,-0.77
Warudoyong,2007,926.29,39.11,13.13,-1.25,310.38,10.74,5.48,0.05
Warudoyong,2008,1483.08,54.45,24.59,1.79,203.87,6.9,3.89,-0.98
Warudoyong,2009,1033.86,44.67,14.8,0.22,264.52,9.62,5.79,0.04
Warudoyong,2010,1025.04,46.64,10.27,-0.13,892.97,29.45,17.78,1.22
Warudoyong,2011,745.2,32.82,4.05,-1.08,219.2,7.79,3.44,-0.37
Warudoyong,2012,849.87,35.08,7.61,-0.33,208.78,7.68,1.55,-0.25
Warudoyong,2013,1166.37,51.23,19.56,0.97,707.96,23.24,13.82,1.44
Warudoyong,2014,1494.55,57.09,32.1,1.38,631.29,20.32,11.41,0.86
Warudoyong,2015,1153.93,50.83,22.17,0.19,147.73,5.56,1.54,-1.44
Warudoyong,2016,973.46,43.38,12.54,-0.92,983.72,33.32,20.89,2.07
Warudoyong,2017,783.05,29.99,7.78,0.61,414.27,14.88,8.72,0.65
Warudoyong,2018,856.52,37.62,9.02,0.32,154.13,6.2,2.48,-0.85
Warudoyong,2019,865.3,37.92,6.76,-0.3,98.32,3.64,0.42,-1.42
Warudoyong,2020,1125.77,44.24,20.05,-0.44,393.89,10.19,4.77,0.53
Warudoyong,2021,1003.36,39.68,14.7,-0.03,540.79,19.79,10.11,0.52
Warudoyong,2022,792.81,35.81,6.16,0.41,691.5,24.85,12.39,0.91
Warudoyong,2023,923.5,38.56,7.25,0.54,276.66,11.06,2.95,-0.32
Warudoyong,2024,818.16,40.06,4.65,-0.68,431.45,14.54,9.01,0.12
Warudoyong,2025,1029.32,40.86,13.89,0.9,866.93,33.3,18.93,1.33
Warudoyong,2026,410.3,18.71,8.25,0.81,,,,
Warungkiara,1996,590.12,28.33,4.44,,315.96,13.16,4.96,-0.6
Warungkiara,1997,1144.11,40.56,25.17,0.28,129.77,4.64,2.91,-1.06
Warungkiara,1998,742.36,29.9,9.08,-1.59,617.95,25.03,11.47,1.0
Warungkiara,1999,935.76,42.22,8.54,0.08,147.8,4.07,2.72,-1.14
Warungkiara,2000,1051.99,44.61,16.37,0.12,266.23,12.23,3.18,0.07
Warungkiara,2001,981.64,43.6,13.65,0.5,330.18,12.27,5.93,0.28
Warungkiara,2002,727.34,27.89,10.96,-0.1,300.7,10.29,5.53,-0.31
Warungkiara,2003,772.05,36.2,6.62,-1.43,150.24,5.45,2.56,-1.83
Warungkiara,2004,827.27,38.26,7.35,-0.44,267.17,11.93,4.02,-0.33
Warungkiara,2005,1151.28,49.6,19.62,0.2,518.92,19.72,9.67,0.4
Warungkiara,2006,1010.45,52.05,9.66,-0.19,169.68,6.41,2.56,-0.74
Warungkiara,2007,908.64,40.6,12.64,-1.0,266.27,11.79,3.57,0.04
Warungkiara,2008,1521.26,52.21,30.98,2.07,159.48,7.4,2.68,-1.18
Warungkiara,2009,986.98,41.77,16.06,0.33,244.69,9.57,3.21,0.05
Warungkiara,2010,973.09,44.36,10.15,-0.01,786.65,34.42,14.04,1.37
Warungkiara,2011,719.92,31.65,4.52,-0.93,191.67,7.35,3.63,-0.46
Warungkiara,2012,839.78,33.55,6.62,-0.25,173.95,6.3,1.28,-0.35
Warungkiara,2013,1106.2,49.25,17.11,0.97,663.39,23.37,12.33,1.37
Warungkiara,2014,1414.3,51.28,29.42,1.43,592.57,20.52,11.89,0.79
Warungkiara,2015,1054.33,49.3,18.03,0.17,142.12,3.61,2.27,-1.37
Warungkiara,2016,913.63,42.12,10.85,-0.9,919.39,30.45,17.97,2.06
Warungkiara,2017,710.85,28.31,4.89,0.64,440.62,17.55,10.81,0.88
Warungkiara,2018,766.9,34.98,7.05,0.14,143.71,5.29,2.36,-0.85
Warungkiara,2019,798.08,36.48,5.09,-0.38,93.13,3.72,1.03,-1.48
Warungkiara,2020,1041.78,43.02,18.16,-0.41,365.82,12.28,5.18,0.53
Warungkiara,2021,939.1,36.87,12.24,0.0,485.65,18.17,7.44,0.5
Warungkiara,2022,729.21,28.16,5.28,0.23,655.79,27.73,11.97,0.95
Warungkiara,2023,825.37,34.01,7.15,0.05,281.27,9.44,5.35,-0.21
Warungkiara,2024,737.12,31.61,3.89,-0.75,416.43,15.98,6.5,0.31
Warungkiara,2025,960.58,36.13,13.28,0.94,760.67,30.78,18.43,1.25
Warungkiara,2026,446.66,19.49,8.45,0.71,,,,
