Kecamatan,year,month,CH,R10,R20,SPI3
Cisaat,1998.0,2.0,367.24,13.87,5.7,-1.15
Cisaat,1998.0,3.0,382.93,17.65,4.96,-0.54
Cisaat,1998.0,4.0,373.61,16.88,4.56,-0.01
Cisaat,1998.0,5.0,450.58,16.18,10.31,0.93
Cisaat,1998.0,6.0,262.79,11.54,5.29,1.01
Cisaat,1998.0,7.0,188.82,6.21,3.23,1.33
Cisaat,1998.0,8.0,235.68,7.75,5.26,1.19
Cisaat,1998.0,9.0,145.58,5.06,2.0,0.43
Cisaat,1998.0,10.0,310.66,13.97,3.83,0.19
Cisaat,1998.0,11.0,529.87,20.61,12.16,-0.23
Cisaat,1998.0,12.0,360.42,16.94,4.1,-0.27
Cisaat,1999.0,1.0,441.42,17.01,8.94,0.17
Cisaat,1999.0,2.0,263.81,12.5,3.72,-0.13
Cisaat,1999.0,3.0,415.61,22.0,4.81,0.57
Cisaat,1999.0,4.0,379.71,16.86,6.29,-0.48
Cisaat,1999.0,5.0,177.05,8.94,1.25,-0.46
Cisaat,1999.0,6.0,57.88,1.97,1.0,-1.44
Cisaat,1999.0,7.0,73.87,3.4,1.45,-1.1
Cisaat,1999.0,8.0,37.77,0.99,0.3,-1.11
Cisaat,1999.0,9.0,69.99,2.58,1.69,-1.02
Cisaat,1999.0,10.0,529.53,17.32,7.89,0.06
Cisaat,1999.0,11.0,403.74,19.83,8.76,-0.18
Cisaat,1999.0,12.0,377.09,16.32,7.75,0.19
Cisaat,2000.0,1.0,421.78,16.5,6.6,-0.47
Cisaat,2000.0,2.0,376.37,15.64,7.0,0.41
Cisaat,2000.0,3.0,271.25,13.0,2.19,0.26
Cisaat,2000.0,4.0,518.34,22.41,9.78,0.29
Cisaat,2000.0,5.0,380.79,16.07,6.24,0.73
Cisaat,2000.0,6.0,110.43,3.16,1.72,0.66
Cisaat,2000.0,7.0,71.29,2.85,1.43,0.15
Cisaat,2000.0,8.0,148.04,4.9,3.62,-0.15
Cisaat,2000.0,9.0,259.86,10.47,5.45,0.17
Cisaat,2000.0,10.0,359.83,14.97,5.08,0.36
Cisaat,2000.0,11.0,766.12,23.8,17.17,0.66
Cisaat,2000.0,12.0,243.19,12.77,2.14,0.42
Cisaat,2001.0,1.0,570.16,23.61,14.18,1.29
Cisaat,2001.0,2.0,374.96,14.32,5.79,0.47
Cisaat,2001.0,3.0,425.29,18.33,8.02,2.0
Cisaat,2001.0,4.0,504.0,20.98,8.92,1.22
Cisaat,2001.0,5.0,294.93,11.88,4.5,1.03
Cisaat,2001.0,6.0,169.53,7.07,3.46,0.48
Cisaat,2001.0,7.0,115.82,4.27,1.67,0.22
Cisaat,2001.0,8.0,67.29,1.45,1.1,-0.04
Cisaat,2001.0,9.0,348.05,15.21,8.85,0.32
Cisaat,2001.0,10.0,547.46,20.24,12.18,0.75
Cisaat,2001.0,11.0,703.5,23.36,16.74,1.06
Cisaat,2001.0,12.0,215.81,8.8,2.74,0.8
Cisaat,2002.0,1.0,457.38,18.05,7.92,0.38
Cisaat,2002.0,2.0,269.58,10.08,5.79,-0.8
Cisaat,2002.0,3.0,354.2,17.2,3.53,0.33
Cisaat,2002.0,4.0,350.26,14.87,8.02,-1.14
Cisaat,2002.0,5.0,280.04,8.2,5.5,-0.38
Cisaat,2002.0,6.0,86.09,3.46,0.53,-0.83
Cisaat,2002.0,7.0,151.93,5.2,2.8,-0.04
Cisaat,2002.0,8.0,74.39,2.86,2.05,-0.23
Cisaat,2002.0,9.0,72.92,2.92,1.87,-0.45
Cisaat,2002.0,10.0,68.38,1.74,0.0,-1.37
Cisaat,2002.0,11.0,454.98,21.26,7.98,-1.37
Cisaat,2002.0,12.0,335.62,16.82,3.45,-1.91
Cisaat,2003.0,1.0,144.75,4.24,0.02,-1.96
Cisaat,2003.0,2.0,428.41,17.56,8.13,-0.99
Cisaat,2003.0,3.0,226.69,9.36,0.04,-1.63
Cisaat,2003.0,4.0,264.22,9.92,2.86,-1.59
Cisaat,2003.0,5.0,137.95,5.02,1.93,-3.0
Cisaat,2003.0,6.0,28.88,1.73,0.2,-2.75
Cisaat,2003.0,7.0,22.42,0.0,0.0,-1.96
Cisaat,2003.0,8.0,138.17,3.98,3.33,-0.96
Cisaat,2003.0,9.0,262.01,7.82,3.74,-0.01
Cisaat,2003.0,10.0,438.43,17.38,10.69,0.51
Cisaat,2003.0,11.0,503.93,19.96,10.09,0.28
Cisaat,2003.0,12.0,331.07,14.55,5.91,0.04
Cisaat,2004.0,1.0,303.69,12.92,2.84,-0.81
Cisaat,2004.0,2.0,336.43,15.07,4.71,-0.64
Cisaat,2004.0,3.0,350.8,16.6,4.6,-0.26
Cisaat,2004.0,4.0,502.42,17.24,8.61,0.44
Cisaat,2004.0,5.0,271.77,11.99,4.74,0.46
Cisaat,2004.0,6.0,85.4,4.54,1.19,-0.06
Cisaat,2004.0,7.0,125.31,4.83,2.33,-0.19
Cisaat,2004.0,8.0,76.12,1.93,0.0,-0.36
Cisaat,2004.0,9.0,321.83,6.33,5.33,0.3
Cisaat,2004.0,10.0,161.95,8.79,1.0,-0.14
Cisaat,2004.0,11.0,454.59,17.22,8.58,-0.35
Cisaat,2004.0,12.0,464.69,18.23,9.92,-0.8
Cisaat,2005.0,1.0,350.69,16.5,5.97,-0.13
Cisaat,2005.0,2.0,457.2,21.13,8.45,0.86
Cisaat,2005.0,3.0,300.65,13.2,3.62,0.49
Cisaat,2005.0,4.0,279.07,10.72,3.16,-0.66
Cisaat,2005.0,5.0,236.87,8.26,4.6,-1.52
Cisaat,2005.0,6.0,288.18,9.98,6.97,-0.34
Cisaat,2005.0,7.0,91.33,4.35,1.09,0.36
Cisaat,2005.0,8.0,208.88,2.34,1.92,0.87
Cisaat,2005.0,9.0,233.86,3.72,3.72,0.33
Cisaat,2005.0,10.0,275.8,14.7,3.1,0.25
Cisaat,2005.0,11.0,396.1,14.72,9.05,-0.43
Cisaat,2005.0,12.0,419.72,20.06,4.23,-0.75
Cisaat,2006.0,1.0,466.07,23.07,7.5,-0.07
Cisaat,2006.0,2.0,347.52,16.59,4.58,0.68
Cisaat,2006.0,3.0,324.79,13.23,4.62,0.68
Cisaat,2006.0,4.0,414.12,20.51,5.15,-0.29
Cisaat,2006.0,5.0,243.11,11.05,3.29,-0.4
Cisaat,2006.0,6.0,92.26,4.35,0.57,-0.64
Cisaat,2006.0,7.0,49.72,1.41,1.26,-0.67
Cisaat,2006.0,8.0,37.88,1.3,0.0,-1.03
Cisaat,2006.0,9.0,46.65,1.24,0.74,-1.33
Cisaat,2006.0,10.0,153.86,4.62,3.1,-1.25
Cisaat,2006.0,11.0,243.21,10.81,4.38,-1.96
Cisaat,2006.0,12.0,508.0,21.24,10.63,-1.66
Cisaat,2007.0,1.0,214.46,6.85,2.2,-1.78
Cisaat,2007.0,2.0,300.31,14.18,5.0,-0.36
Cisaat,2007.0,3.0,363.41,18.02,2.87,-1.04
Cisaat,2007.0,4.0,516.46,19.34,9.81,0.39
Cisaat,2007.0,5.0,291.83,12.04,4.95,0.74
Cisaat,2007.0,6.0,162.25,5.73,3.38,0.49
Cisaat,2007.0,7.0,44.76,1.38,0.0,-0.12
Cisaat,2007.0,8.0,117.04,3.41,2.72,-0.17
Cisaat,2007.0,9.0,117.78,1.87,1.8,-0.53
Cisaat,2007.0,10.0,221.81,10.09,2.99,-0.43
Cisaat,2007.0,11.0,548.18,19.44,9.44,-0.48
Cisaat,2007.0,12.0,879.15,26.55,17.51,1.45
Cisaat,2008.0,1.0,280.19,12.02,3.42,1.82
Cisaat,2008.0,2.0,507.98,21.0,9.35,2.5
Cisaat,2008.0,3.0,284.48,11.99,2.09,0.27
Cisaat,2008.0,4.0,542.15,18.06,12.97,1.4
Cisaat,2008.0,5.0,184.27,6.97,4.91,-0.22
Cisaat,2008.0,6.0,50.74,2.43,0.92,-0.49
Cisaat,2008.0,7.0,19.23,0.67,0.0,-1.46
Cisaat,2008.0,8.0,145.8,3.33,3.33,-0.78
Cisaat,2008.0,9.0,134.45,3.54,3.37,-0.45
Cisaat,2008.0,10.0,279.12,9.65,5.33,-0.14
Cisaat,2008.0,11.0,574.17,22.69,13.76,-0.22
Cisaat,2008.0,12.0,429.82,18.35,9.35,0.08
Cisaat,2009.0,1.0,377.42,16.38,7.91,0.4
Cisaat,2009.0,2.0,356.79,16.78,3.2,0.35
Cisaat,2009.0,3.0,296.07,14.17,5.19,-0.0
Cisaat,2009.0,4.0,312.57,15.66,3.51,-1.22
Cisaat,2009.0,5.0,405.2,14.65,7.26,-0.2
Cisaat,2009.0,6.0,200.47,8.36,4.03,0.23
Cisaat,2009.0,7.0,34.3,1.06,0.45,0.45
Cisaat,2009.0,8.0,44.48,1.0,0.0,-0.41
Cisaat,2009.0,9.0,255.59,3.2,2.95,-0.31
Cisaat,2009.0,10.0,320.39,13.27,6.61,0.02
Cisaat,2009.0,11.0,580.6,19.13,12.07,0.17
Cisaat,2009.0,12.0,308.87,13.72,2.45,-0.23
Cisaat,2010.0,1.0,335.88,17.6,3.18,-0.35
Cisaat,2010.0,2.0,497.85,20.09,10.86,0.25
Cisaat,2010.0,3.0,493.55,21.69,7.63,1.77
Cisaat,2010.0,4.0,195.58,8.88,1.82,0.43
Cisaat,2010.0,5.0,532.0,20.49,11.63,1.01
Cisaat,2010.0,6.0,209.94,6.54,2.63,0.33
Cisaat,2010.0,7.0,242.36,11.06,4.46,1.57
Cisaat,2010.0,8.0,441.94,11.63,9.31,1.75
Cisaat,2010.0,9.0,775.5,24.07,18.53,2.11
Cisaat,2010.0,10.0,451.39,18.89,9.23,1.83
Cisaat,2010.0,11.0,400.68,18.22,5.05,1.11
Cisaat,2010.0,12.0,338.81,17.44,2.42,-0.31
Cisaat,2011.0,1.0,274.78,11.83,1.93,-1.49
Cisaat,2011.0,2.0,216.16,7.28,1.9,-1.45
Cisaat,2011.0,3.0,267.39,12.92,1.02,-1.95
Cisaat,2011.0,4.0,360.92,14.25,5.75,-2.21
Cisaat,2011.0,5.0,325.35,14.83,4.31,-0.58
Cisaat,2011.0,6.0,126.7,4.94,3.0,-0.3
Cisaat,2011.0,7.0,61.21,2.06,1.25,-0.06
Cisaat,2011.0,8.0,42.67,1.0,0.0,-0.69
Cisaat,2011.0,9.0,87.74,4.13,1.37,-0.96
Cisaat,2011.0,10.0,213.01,8.18,1.98,-0.81
Cisaat,2011.0,11.0,647.39,23.87,17.08,-0.32
Cisaat,2011.0,12.0,376.68,14.34,3.61,-0.12
Cisaat,2012.0,1.0,277.76,8.74,2.19,0.02
Cisaat,2012.0,2.0,287.17,14.89,2.05,-0.8
Cisaat,2012.0,3.0,225.01,7.37,3.15,-1.7
Cisaat,2012.0,4.0,597.42,19.71,13.38,-0.11
Cisaat,2012.0,5.0,276.13,8.84,5.72,0.31
Cisaat,2012.0,6.0,108.4,4.87,1.96,0.54
Cisaat,2012.0,7.0,37.47,0.0,0.0,-0.48
Cisaat,2012.0,8.0,70.93,2.98,0.0,-0.78
Cisaat,2012.0,9.0,76.36,2.94,1.99,-1.0
Cisaat,2012.0,10.0,298.5,13.42,6.71,-0.46
Cisaat,2012.0,11.0,578.78,19.96,15.52,-0.31
Cisaat,2012.0,12.0,514.1,23.18,8.71,0.51
Cisaat,2013.0,1.0,498.74,20.65,10.03,1.35
Cisaat,2013.0,2.0,254.76,9.57,3.87,0.84
Cisaat,2013.0,3.0,315.86,13.78,3.2,0.26
Cisaat,2013.0,4.0,375.92,15.45,6.82,-1.36
Cisaat,2013.0,5.0,534.07,19.2,12.04,1.04
Cisaat,2013.0,6.0,231.7,8.01,4.25,1.24
Cisaat,2013.0,7.0,275.59,11.86,6.14,1.72
Cisaat,2013.0,8.0,193.23,3.82,2.83,1.23
Cisaat,2013.0,9.0,192.97,2.38,2.38,0.66
Cisaat,2013.0,10.0,298.81,11.71,6.47,0.17
Cisaat,2013.0,11.0,424.15,15.71,7.33,-0.41
Cisaat,2013.0,12.0,649.58,22.97,13.37,0.44
Cisaat,2014.0,1.0,523.69,20.43,12.85,1.37
Cisaat,2014.0,2.0,487.42,16.58,8.42,2.48
Cisaat,2014.0,3.0,439.72,19.16,8.63,2.43
Cisaat,2014.0,4.0,470.08,22.15,6.36,1.81
Cisaat,2014.0,5.0,291.27,14.61,2.81,0.9
Cisaat,2014.0,6.0,211.28,8.57,3.04,0.49
Cisaat,2014.0,7.0,288.61,7.77,6.46,0.98
Cisaat,2014.0,8.0,120.43,2.75,2.63,0.98
Cisaat,2014.0,9.0,68.32,1.0,1.0,0.17
Cisaat,2014.0,10.0,113.52,4.62,0.06,-0.97
Cisaat,2014.0,11.0,574.42,21.61,13.92,-0.85
Cisaat,2014.0,12.0,438.95,18.61,8.24,-0.59
Cisaat,2015.0,1.0,321.65,12.43,4.56,0.19
Cisaat,2015.0,2.0,523.93,19.18,10.98,0.91
Cisaat,2015.0,3.0,332.6,15.38,2.98,0.91
Cisaat,2015.0,4.0,270.69,11.17,2.94,-0.0
Cisaat,2015.0,5.0,190.13,8.06,6.6,-1.69
Cisaat,2015.0,6.0,77.34,3.46,1.55,-1.95
Cisaat,2015.0,7.0,24.37,0.54,0.0,-1.21
Cisaat,2015.0,8.0,54.89,1.48,0.72,-1.21
Cisaat,2015.0,9.0,54.05,1.0,0.0,-1.34
Cisaat,2015.0,10.0,59.8,3.0,1.0,-1.63
Cisaat,2015.0,11.0,445.82,21.51,10.39,-1.5
Cisaat,2015.0,12.0,385.76,19.19,5.49,-1.73
Cisaat,2016.0,1.0,269.4,10.64,2.7,-1.0
Cisaat,2016.0,2.0,409.97,17.8,8.55,-0.14
Cisaat,2016.0,3.0,433.43,20.29,6.14,0.53
Cisaat,2016.0,4.0,594.1,25.04,14.67,2.06
Cisaat,2016.0,5.0,389.35,17.77,10.45,2.04
Cisaat,2016.0,6.0,398.11,15.23,6.65,2.19
Cisaat,2016.0,7.0,322.79,12.22,8.38,1.91
Cisaat,2016.0,8.0,245.43,5.54,5.1,1.93
Cisaat,2016.0,9.0,917.83,16.62,15.78,2.15
Cisaat,2016.0,10.0,495.95,21.43,10.89,1.82
Cisaat,2016.0,11.0,1059.82,28.78,25.34,2.43
Cisaat,2016.0,12.0,211.19,7.1,0.94,1.86
Cisaat,2017.0,1.0,276.68,13.99,0.99,1.16
Cisaat,2017.0,2.0,374.54,15.06,7.64,-1.25
Cisaat,2017.0,3.0,310.15,12.44,2.36,-0.45
Cisaat,2017.0,4.0,474.13,21.43,7.47,0.23
Cisaat,2017.0,5.0,355.4,11.42,7.35,0.55
Cisaat,2017.0,6.0,244.55,9.55,6.69,0.95
Cisaat,2017.0,7.0,101.77,4.44,1.5,0.68
Cisaat,2017.0,8.0,62.13,1.92,0.02,0.21
Cisaat,2017.0,9.0,235.05,5.33,5.32,-0.08
Cisaat,2017.0,10.0,496.0,19.41,12.75,0.41
Cisaat,2017.0,11.0,799.72,24.38,16.07,0.94
Cisaat,2017.0,12.0,301.95,13.38,3.97,1.28
Cisaat,2018.0,1.0,258.34,11.66,0.98,0.31
Cisaat,2018.0,2.0,380.82,15.14,6.28,-0.8
Cisaat,2018.0,3.0,309.09,13.29,3.44,-0.54
Cisaat,2018.0,4.0,432.84,18.85,6.79,-0.02
Cisaat,2018.0,5.0,238.6,9.91,4.77,-0.41
Cisaat,2018.0,6.0,101.69,4.42,1.27,-0.51
Cisaat,2018.0,7.0,17.69,0.44,0.0,-0.81
Cisaat,2018.0,8.0,40.9,1.0,1.0,-1.18
Cisaat,2018.0,9.0,110.85,5.04,1.66,-1.09
Cisaat,2018.0,10.0,197.77,6.97,2.21,-0.78
Cisaat,2018.0,11.0,711.59,23.13,12.7,-0.14
Cisaat,2018.0,12.0,309.45,10.91,4.18,-0.19
Cisaat,2019.0,1.0,299.25,14.47,2.97,0.12
Cisaat,2019.0,2.0,356.99,16.67,4.19,-0.67
Cisaat,2019.0,3.0,338.32,15.8,4.13,-0.23
Cisaat,2019.0,4.0,434.13,15.82,7.98,0.02
Cisaat,2019.0,5.0,202.98,8.71,2.67,-0.44
Cisaat,2019.0,6.0,35.77,1.77,0.18,-1.08
Cisaat,2019.0,7.0,27.03,1.26,0.0,-1.38
Cisaat,2019.0,8.0,39.92,1.32,0.02,-1.72
Cisaat,2019.0,9.0,55.78,1.96,1.91,-1.42
Cisaat,2019.0,10.0,113.57,4.67,0.64,-1.4
Cisaat,2019.0,11.0,304.43,13.05,5.54,-1.84
Cisaat,2019.0,12.0,531.99,22.09,12.21,-1.43
Cisaat,2020.0,1.0,311.26,13.05,4.26,-0.75
Cisaat,2020.0,2.0,392.12,14.81,7.74,0.69
Cisaat,2020.0,3.0,328.51,12.9,3.84,0.01
Cisaat,2020.0,4.0,442.05,18.7,6.56,0.26
Cisaat,2020.0,5.0,459.9,16.6,9.24,1.06
Cisaat,2020.0,6.0,112.97,4.13,0.73,0.69
Cisaat,2020.0,7.0,103.75,4.02,2.17,0.59
Cisaat,2020.0,8.0,169.94,2.73,2.73,0.12
Cisaat,2020.0,9.0,365.02,6.67,5.99,0.6
Cisaat,2020.0,10.0,353.32,15.29,6.92,0.61
Cisaat,2020.0,11.0,524.96,18.87,9.33,0.37
Cisaat,2020.0,12.0,393.66,14.94,5.91,0.03
Cisaat,2021.0,1.0,305.71,11.23,3.69,-0.35
Cisaat,2021.0,2.0,413.39,17.33,7.94,0.1
Cisaat,2021.0,3.0,239.53,7.68,0.0,-0.48
Cisaat,2021.0,4.0,357.32,13.78,8.05,-0.86
Cisaat,2021.0,5.0,333.22,10.5,6.69,-0.74
Cisaat,2021.0,6.0,231.43,9.82,3.25,0.25
Cisaat,2021.0,7.0,109.88,4.03,2.13,0.58
Cisaat,2021.0,8.0,214.76,7.28,5.26,0.77
Cisaat,2021.0,9.0,439.87,14.34,9.61,0.89
Cisaat,2021.0,10.0,490.25,17.47,9.39,1.06
Cisaat,2021.0,11.0,851.14,26.19,19.95,1.38
Cisaat,2021.0,12.0,345.94,14.33,4.85,1.59
Cisaat,2022.0,1.0,248.48,13.55,0.68,0.7
Cisaat,2022.0,2.0,273.25,12.64,2.88,-1.22
Cisaat,2022.0,3.0,337.82,15.48,4.44,-1.17
Cisaat,2022.0,4.0,430.78,19.65,6.61,-0.62
Cisaat,2022.0,5.0,349.55,15.3,4.88,0.43
Cisaat,2022.0,6.0,249.11,10.61,2.75,0.75
Cisaat,2022.0,7.0,149.07,5.03,3.44,0.84
Cisaat,2022.0,8.0,323.55,10.18,6.78,1.29
Cisaat,2022.0,9.0,680.34,17.09,11.94,1.63
Cisaat,2022.0,10.0,472.16,17.43,9.39,1.57
Cisaat,2022.0,11.0,786.07,24.38,19.36,1.64
Cisaat,2022.0,12.0,352.65,16.78,4.59,1.32
Cisaat,2023.0,1.0,274.11,9.5,0.94,0.55
Cisaat,2023.0,2.0,396.02,15.29,5.56,-0.36
Cisaat,2023.0,3.0,330.0,14.51,4.54,-0.19
Cisaat,2023.0,4.0,435.82,18.12,8.12,0.25
Cisaat,2023.0,5.0,253.8,9.35,5.78,-0.17
Cisaat,2023.0,6.0,140.9,5.16,2.23,-0.21
Cisaat,2023.0,7.0,68.68,2.75,1.24,-0.28
Cisaat,2023.0,8.0,72.62,2.96,0.0,-0.39
Cisaat,2023.0,9.0,34.85,0.95,0.0,-1.05
Cisaat,2023.0,10.0,148.77,6.94,2.92,-1.17
Cisaat,2023.0,11.0,721.66,24.92,17.0,-0.43
Cisaat,2023.0,12.0,179.8,7.75,1.21,-0.94
Cisaat,2024.0,1.0,375.5,18.83,2.91,-0.09
Cisaat,2024.0,2.0,346.01,18.61,4.31,-1.02
Cisaat,2024.0,3.0,319.42,13.7,4.81,0.07
Cisaat,2024.0,4.0,618.74,22.0,13.55,1.09
Cisaat,2024.0,5.0,120.6,5.32,1.24,0.07
Cisaat,2024.0,6.0,206.48,8.31,4.23,0.37
Cisaat,2024.0,7.0,113.15,4.65,2.79,-0.39
Cisaat,2024.0,8.0,117.11,2.74,2.09,0.32
Cisaat,2024.0,9.0,372.88,11.93,8.5,0.51
Cisaat,2024.0,10.0,163.87,8.08,0.02,0.1
Cisaat,2024.0,11.0,831.15,25.9,20.91,0.62
Cisaat,2024.0,12.0,451.93,15.96,8.18,0.72
Cisaat,2025.0,1.0,393.45,16.32,6.33,1.7
Cisaat,2025.0,2.0,273.06,12.93,1.79,0.14
Cisaat,2025.0,3.0,268.64,8.38,2.79,-0.63
Cisaat,2025.0,4.0,499.34,22.68,10.31,-0.63
Cisaat,2025.0,5.0,387.37,18.83,5.36,0.64
Cisaat,2025.0,6.0,253.79,10.69,5.25,1.24
Cisaat,2025.0,7.0,170.0,6.66,3.39,1.04
Cisaat,2025.0,8.0,466.12,16.38,11.0,1.74
Cisaat,2025.0,9.0,498.98,12.16,10.39,1.6
Cisaat,2025.0,10.0,452.01,19.67,9.41,1.48
Cisaat,2025.0,11.0,543.78,22.85,10.8,0.87
Cisaat,2025.0,12.0,448.75,20.47,9.49,0.72
Cisolok,1996.0,1.0,379.2,19.79,5.34,
Cisolok,1996.0,2.0,245.23,11.0,3.23,
Cisolok,1996.0,3.0,249.01,9.76,4.82,-0.52
Cisolok,1996.0,4.0,348.26,14.69,7.42,-1.04
Cisolok,1996.0,5.0,186.57,7.18,3.02,-1.01
Cisolok,1996.0,6.0,103.22,4.24,1.21,-0.83
Cisolok,1996.0,7.0,61.46,1.65,1.0,-0.99
Cisolok,1996.0,8.0,242.66,12.74,4.62,0.04
Cisolok,1996.0,9.0,235.66,7.76,5.39,0.24
Cisolok,1996.0,10.0,703.4,24.35,15.93,1.08
Cisolok,1996.0,11.0,399.93,17.2,6.93,0.58
Cisolok,1996.0,12.0,403.65,12.06,8.76,0.82
Cisolok,1997.0,1.0,245.39,11.0,2.15,-1.1
Cisolok,1997.0,2.0,661.51,18.87,12.7,1.13
Cisolok,1997.0,3.0,169.27,6.51,1.55,0.91
Cisolok,1997.0,4.0,352.72,15.36,4.81,1.67
Cisolok,1997.0,5.0,189.93,6.15,3.33,-1.55
Cisolok,1997.0,6.0,17.57,1.04,0.0,-1.32
Cisolok,1997.0,7.0,56.58,2.45,1.0,-1.51
Cisolok,1997.0,8.0,46.12,0.96,0.71,-1.64
Cisolok,1997.0,9.0,35.13,0.01,0.01,-1.4
Cisolok,1997.0,10.0,50.26,1.87,0.07,-1.93
Cisolok,1997.0,11.0,437.01,17.01,11.41,-1.59
Cisolok,1997.0,12.0,264.05,13.16,3.2,-2.44
Cisolok,1998.0,1.0,167.44,5.51,2.34,-2.07
Cisolok,1998.0,2.0,329.27,10.46,3.02,-1.58
Cisolok,1998.0,3.0,322.7,17.15,3.37,-0.94
Cisolok,1998.0,4.0,355.5,15.32,4.01,0.33
Cisolok,1998.0,5.0,339.24,14.7,9.02,0.5
Cisolok,1998.0,6.0,263.04,10.69,5.86,0.8
Cisolok,1998.0,7.0,216.84,9.62,4.42,0.87
Cisolok,1998.0,8.0,263.33,12.9,4.96,1.15
Cisolok,1998.0,9.0,161.34,4.75,1.59,0.51
Cisolok,1998.0,10.0,294.17,15.26,1.8,0.2
Cisolok,1998.0,11.0,409.7,20.04,7.7,-0.51
Cisolok,1998.0,12.0,464.03,16.21,7.86,-0.46
Cisolok,1999.0,1.0,452.42,17.96,8.27,0.2
Cisolok,1999.0,2.0,234.53,11.39,2.19,0.44
Cisolok,1999.0,3.0,355.87,17.27,5.17,0.69
Cisolok,1999.0,4.0,304.48,12.44,3.98,-0.58
Cisolok,1999.0,5.0,149.64,5.56,0.75,-0.82
Cisolok,1999.0,6.0,85.35,2.02,1.0,-1.44
Cisolok,1999.0,7.0,90.71,4.42,2.21,-1.13
Cisolok,1999.0,8.0,46.38,2.62,0.48,-0.87
Cisolok,1999.0,9.0,106.88,6.39,1.01,-0.79
Cisolok,1999.0,10.0,507.25,17.78,12.69,0.07
Cisolok,1999.0,11.0,327.72,16.4,5.6,-0.31
Cisolok,1999.0,12.0,403.35,15.14,6.82,-0.18
Cisolok,2000.0,1.0,427.14,17.65,6.56,-0.56
Cisolok,2000.0,2.0,362.15,14.72,6.09,0.62
Cisolok,2000.0,3.0,238.4,11.81,0.95,0.59
Cisolok,2000.0,4.0,403.65,19.65,4.81,0.32
Cisolok,2000.0,5.0,393.64,15.41,6.63,0.61
Cisolok,2000.0,6.0,104.18,3.24,0.78,0.54
Cisolok,2000.0,7.0,114.37,4.77,0.09,0.17
Cisolok,2000.0,8.0,120.36,5.76,2.2,-0.25
Cisolok,2000.0,9.0,271.49,11.48,6.96,0.15
Cisolok,2000.0,10.0,345.23,13.7,6.33,0.24
Cisolok,2000.0,11.0,695.73,22.84,15.41,0.52
Cisolok,2000.0,12.0,235.63,8.51,3.34,-0.03
Cisolok,2001.0,1.0,536.18,23.16,12.35,0.79
Cisolok,2001.0,2.0,329.18,10.98,4.93,0.21
Cisolok,2001.0,3.0,391.51,18.15,4.99,2.04
Cisolok,2001.0,4.0,366.65,15.05,7.17,0.96
Cisolok,2001.0,5.0,367.88,13.97,4.18,1.13
Cisolok,2001.0,6.0,171.01,6.87,3.12,0.56
Cisolok,2001.0,7.0,159.83,6.21,1.85,0.48
Cisolok,2001.0,8.0,49.92,2.7,0.6,-0.07
Cisolok,2001.0,9.0,431.25,18.08,10.84,0.51
Cisolok,2001.0,10.0,572.24,20.4,13.61,0.86
Cisolok,2001.0,11.0,650.95,24.1,14.71,1.16
Cisolok,2001.0,12.0,189.52,9.33,2.74,0.48
Cisolok,2002.0,1.0,382.1,15.63,9.06,-0.26
Cisolok,2002.0,2.0,230.12,9.56,3.26,-1.34
Cisolok,2002.0,3.0,335.34,16.0,4.22,0.03
Cisolok,2002.0,4.0,292.19,12.64,5.27,-0.92
Cisolok,2002.0,5.0,248.12,8.7,7.77,-0.39
Cisolok,2002.0,6.0,126.78,5.14,1.18,-0.67
Cisolok,2002.0,7.0,182.1,5.44,3.06,-0.04
Cisolok,2002.0,8.0,65.83,3.92,1.09,-0.09
Cisolok,2002.0,9.0,65.91,1.05,1.0,-0.49
Cisolok,2002.0,10.0,74.78,1.1,0.0,-1.46
Cisolok,2002.0,11.0,462.83,21.27,8.97,-1.29
Cisolok,2002.0,12.0,374.77,18.4,5.87,-1.6
Cisolok,2003.0,1.0,131.96,6.16,0.75,-1.51
Cisolok,2003.0,2.0,336.91,16.01,3.12,-1.1
Cisolok,2003.0,3.0,211.91,6.61,0.0,-2.1
Cisolok,2003.0,4.0,208.96,7.77,2.2,-1.84
Cisolok,2003.0,5.0,144.83,8.11,0.5,-2.74
Cisolok,2003.0,6.0,41.8,0.7,0.05,-2.5
Cisolok,2003.0,7.0,29.81,1.0,0.01,-1.85
Cisolok,2003.0,8.0,108.73,5.42,1.63,-1.14
Cisolok,2003.0,9.0,202.72,8.19,3.23,-0.38
Cisolok,2003.0,10.0,448.3,19.12,8.9,0.29
Cisolok,2003.0,11.0,459.86,18.78,8.39,0.09
Cisolok,2003.0,12.0,362.39,16.62,7.04,-0.05
Cisolok,2004.0,1.0,255.83,11.6,1.8,-0.95
Cisolok,2004.0,2.0,329.52,13.61,5.05,-0.54
Cisolok,2004.0,3.0,341.22,16.1,5.07,-0.13
Cisolok,2004.0,4.0,401.98,17.17,7.0,0.84
Cisolok,2004.0,5.0,252.95,9.83,5.12,0.37
Cisolok,2004.0,6.0,79.87,4.34,1.0,-0.3
Cisolok,2004.0,7.0,171.22,6.22,2.78,-0.26
Cisolok,2004.0,8.0,69.34,1.72,1.31,-0.34
Cisolok,2004.0,9.0,419.47,13.39,11.24,0.55
Cisolok,2004.0,10.0,142.53,4.89,1.03,0.0
Cisolok,2004.0,11.0,469.25,19.71,7.9,-0.09
Cisolok,2004.0,12.0,554.92,19.85,13.48,-0.47
